id;Краткое название;Полное наименование;Бренд;Электронная почта;Телефон;Факс;ОКВЭД;Бик;ИМНС;КПП;ОКПО;р/счет;кор/счет;ОГРН;ОГРН: Кто выдал;ОГРН: Номер;ОГРН: Дата;ОГРН: Адрес;ИНН;ИНН: Дата получения;ИНН: Место получения;Банк;ОКОПФ;Форма собственности;Отрасль
0A7A1594-EFD9-E411-98AC-00505680718E;"ОАО ""АЭРОФЛОТ""";"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЭРОФЛОТ-РОССИЙСКИЕ АВИАЛИНИИ""";NULL;vgapon@aeroflot.ru, ivolchenkov@aeroflot.ru, sgromov@aeroflot.ru;NULL;NULL;NULL;NULL;7704;770401001;NULL;NULL;NULL;1027700092661;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;1027700092661;NULL;NULL;7712040126;2010-01-24 21:00:00.000;Инспекция Федеральной налоговой службы № 4 по г.Москве;NULL;F33883FE-F397-E011-9FF4-000C29D12628;NULL;другая
7A7BF4A2-F9D9-E411-98AC-00505680718E;"ФГБУ ""ДСРиР""";"Федеральное государственное бюджетное учреждение ""Дирекция по строительству, реконструкции и реставрации""";NULL;NULL;NULL;NULL;NULL;NULL;7707;770701001;NULL;NULL;NULL;1027739745274;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7705443646;2011-09-19 21:00:00.000;Инспекция Федеральной налоговой службы № 7 по г. Москве;NULL;NULL;NULL;другая
1E30C544-29DC-E411-98AC-00505680718E;КРАСНЫЕ ВОРОТА;"ООО "" КРАСНЫЕ ВОРОТА""";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;7708558638;NULL;NULL;NULL;808C146A-3B4B-E111-9F82-00155D003200;NULL;другая
6A6F0839-F4DC-E411-98AC-00505680718E;"ФГБОУ ВПО ""МГСУ""";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ СТРОИТЕЛЬНЫЙ УНИВЕРСИТЕТ""";NULL;Natalya939@yandex.ru;NULL;NULL;NULL;044583001;7716;771601001;02066523;40105810200000010079;NULL;1027700575044;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7716103391;2002-12-25 21:00:00.000;Инспекция Федеральной налоговой службы № 16 по г. Москве;Московский ГТУ Банка России г. Москва 705;E93883FE-F397-E011-9FF4-000C29D12628;85EF3CA4-F28D-E011-87F8-000C29D12628;другая
26C6CD07-B8AA-E811-9E9A-00505680718E;МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ ОБЪЕДИНЕННЫЙ МУЗЕЙ-ЗАПОВЕДНИК, МОСКОВСКИЙ ОБЪЕДИНЕННЫЙ МУЗЕЙ-ЗАПОВЕДНИК, МГОМЗ;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ ОБЪЕДИНЕННЫЙ ХУДОЖЕСТВЕННЫЙ ИСТОРИКО-АРХИТЕКТУРНЫЙ И ПРИРОДНО-ЛАНДШАФТНЫЙ МУЗЕЙ-ЗАПОВЕДНИК""";NULL;mgomz@culture.mos.ru;NULL;NULL;NULL;NULL;7724;772401001;02182726;NULL;NULL;1027700189087;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7724093531;1993-09-30 00:00:00.000;Инспекция Федеральной налоговой службы № 24 по г.Москве;NULL;NULL;NULL;другая
E0F79646-FFDC-E411-98AC-00505680718E;"ООО ""Трон - Строй""";"Общество с ограниченной ответственностью ""Трон - Строй""";NULL;bocharova_jane@bk.ru;NULL;NULL;NULL;NULL;7719;771901001;NULL;NULL;NULL;1107746256518;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7719746908;2010-04-04 21:00:00.000;Инспекция Федеральной налоговой службы № 19 по г.Москве;NULL;NULL;NULL;другая
4F998CFB-24DD-E411-98AC-00505680718E;Музей МХАТ;"Федеральное государственное бюджетное учреждение культуры ""Музей Московского Художественного академического театра""";NULL;NULL;NULL;NULL;NULL;NULL;7710;771001001;NULL;NULL;NULL;1037739192523;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7710125381;2003-01-22 21:00:00.000;Инспекция Федеральной налоговой службы № 10 по г. Москве;NULL;27903404-05A4-E111-8681-02BF0A7F2538;NULL;другая
432E295D-FCAC-E811-9E9A-00505680718E;ИСП РАН;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ СИСТЕМНОГО ПРОГРАММИРОВАНИЯ ИМ. В.П. ИВАННИКОВА РОССИЙСКОЙ АКАДЕМИИ НАУК;NULL;avkcomplex@yandex.ru;NULL;NULL;NULL;NULL;7709;770901001;NULL;NULL;NULL;1037700067327;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7709006125;2003-01-26 21:00:00.000;Инспекция Федеральной налоговой службы № 9 по г.Москве;NULL;NULL;NULL;другая
808CCD4B-4DDF-E411-98AC-00505680718E;"ГБУК г. Москвы ""Театр Романа Виктюка""";"Государственное бюджетное учреждение культуры города Москвы ""Театр Романа Виктюка""";NULL;NULL;NULL;NULL;NULL;NULL;7718;771801001;NULL;NULL;NULL;1027739110410;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7718120924;1996-10-01 21:00:00.000;Инспекция Федеральной налоговой службы № 18 по г.Москве;NULL;D33883FE-F397-E011-9FF4-000C29D12628;NULL;другая
356FD664-D9E1-E411-98AC-00505680718E;"НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ ""ВЫСШАЯ ШКОЛА ЭКОНОМИКИ""; НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ ВШЭ; ВЫСШАЯ ШКОЛА ЭКОНОМИКИ; НИУ ВШЭ; ВШЭ";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ ""ВЫСШАЯ ШКОЛА ЭКОНОМИКИ""";NULL;romreal@list.ru;NULL;NULL;NULL;NULL;7701;770101001;NULL;NULL;NULL;1027739630401;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7714030726;2011-01-25 21:00:00.000;Инспекция Федеральной налоговой службы № 1 по г.Москве;NULL;NULL;NULL;другая
8CFF9896-458A-E311-98B6-00505680718E;ФГБУК АУИПИК;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""АГЕНТСТВО ПО УПРАВЛЕНИЮ И ИСПОЛЬЗОВАНИЮ ПАМЯТНИКОВ ИСТОРИИ И КУЛЬТУРЫ""";NULL;NULL;NULL;NULL;NULL;NULL;7701;770101001;NULL;NULL;NULL;1027739550156;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7705395248;2010-03-29 20:00:00.000;Инспекция Федеральной налоговой службы № 1 по г.Москве;NULL;27903404-05A4-E111-8681-02BF0A7F2538;NULL;другая
AA9BEDD5-63E3-E411-98AC-00505680718E;Подворье Патриарха Московского и всея Руси Часовня Знамения иконы Божией Матери и благоверного князя Александра Невского;Подворье Патриарха Московского и всея Руси Часовня Знамения иконы Божией Матери и благоверного князя Александра Невского-Памятник гренадерам,павшим под Плевной;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;7709340641;NULL;NULL;NULL;8D8C146A-3B4B-E111-9F82-00155D003200;NULL;другая
1C263C46-68BA-E811-9E9A-00505680718E;"ООО ""ПАРКОВАЯ РЕСТАВРАЦИЯ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАРКОВАЯ РЕСТАВРАЦИЯ""";NULL;parkiusadba@eandex.ru;NULL;NULL;NULL;NULL;7728;772801001;NULL;NULL;NULL;1067746569076;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7724576730;2008-07-14 02:00:00.000;Инспекция Федеральной налоговой службы № 28 по г.Москве;NULL;NULL;NULL;другая
94D0F7BB-6ABA-E811-9E9A-00505680718E;"ООО ""ПАРКОВАЯ РЕСТАВРАЦИЯ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАРКОВАЯ РЕСТАВРАЦИЯ""";NULL;parkiusadba@eandex.ru;NULL;NULL;NULL;NULL;7728;772801001;NULL;NULL;NULL;1067746569076;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7724576730;2008-07-13 22:00:00.000;Инспекция Федеральной налоговой службы № 28 по г.Москве;NULL;NULL;NULL;другая
6A0DF525-6DBA-E811-9E9A-00505680718E;"ООО ""ПАРКОВАЯ РЕСТАВРАЦИЯ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАРКОВАЯ РЕСТАВРАЦИЯ""";NULL;parkiusadba@eandex.ru;NULL;NULL;NULL;NULL;7728;772801001;NULL;NULL;NULL;1067746569076;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7724576730;2008-07-14 00:00:00.000;Инспекция Федеральной налоговой службы № 28 по г.Москве;NULL;NULL;NULL;другая
208B0FFF-2DBB-E811-9E9A-00505680718E;"ООО ""ПАРКОВАЯ РЕСТАВРАЦИЯ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАРКОВАЯ РЕСТАВРАЦИЯ""";NULL;parkiusadba@eandex.ru;NULL;NULL;NULL;NULL;7728;772801001;NULL;NULL;NULL;1067746569076;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7724576730;2008-07-13 22:00:00.000;Инспекция Федеральной налоговой службы № 28 по г.Москве;NULL;NULL;NULL;другая
826A22F6-39BB-E811-9E9A-00505680718E;Новард Эстейт Менеджмент Лимитет;Новард Эстейт Менеджмент Лимитет;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;9909233023;NULL;NULL;NULL;NULL;NULL;другая
278A1C40-9789-E311-98B6-00505680718E;Подворье Патриарха Московского и всея Руси Храм всех святых на Кулишах;Подворье Патриарха Московского и Всея Руси храма Всех святых на Кулишах;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;7709068770;NULL;NULL;NULL;NULL;NULL;другая
89C8FDC1-02BC-E811-9E9A-00505680718E;ИХФ РАН;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ ХИМИЧЕСКОЙ ФИЗИКИ ИМ. Н.Н. СЕМЕНОВА РОССИЙСКОЙ АКАДЕМИИ НАУК;NULL;NULL;NULL;NULL;NULL;NULL;7736;773601001;NULL;NULL;NULL;1037739200025;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7736054230;1995-05-18 22:00:00.000;Инспекция Федеральной налоговой службы № 36 по г.Москве;NULL;NULL;NULL;другая
D3485026-5AE7-E411-98AC-00505680718E;"Центральный Российский Дом Знаний Общества ""Знание"" России";"Автономная некоммерческая образовательная организация Центральный Российский Дом Знаний Общества ""Знание"" России";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;7708015663;NULL;NULL;NULL;908C146A-3B4B-E111-9F82-00155D003200;NULL;другая
9EDCE30E-F8E7-E411-98AC-00505680718E;"ООО ""ВАЛОВАЯ 37""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВАЛОВАЯ 37""";NULL;p_inna@a101.ru;NULL;NULL;NULL;NULL;7704;770401001;69007116;NULL;NULL;1107746981473;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7704770513;2010-11-30 21:00:00.000;Инспекция Федеральной налоговой службы № 4 по г.Москве;NULL;NULL;NULL;другая
C604494A-E2DA-E511-9E2D-00505680718E;"ООО ""МПСИ ГРУПП""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МПСИ ГРУПП""";NULL;NULL;NULL;NULL;NULL;NULL;7707;770701001;NULL;NULL;NULL;1037739874787;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7707502255;2003-09-22 21:00:00.000;Инспекция Федеральной налоговой службы № 7 по г. Москве;NULL;NULL;NULL;другая
7D15A4C5-FFE7-E411-98AC-00505680718E;"ООО ""Центр ""ГеоГрид""";"Общество с ограниченной ответственностью ""Центр исследования геологических данных ""ГеоГрид""";NULL;NULL;NULL;NULL;NULL;NULL;7725;772501001;NULL;NULL;NULL;1127746216894;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7726693894;2013-08-29 21:00:00.000;Инспекция Федеральной налоговой службы № 25 по г.Москве;NULL;808C146A-3B4B-E111-9F82-00155D003200;NULL;другая
6D910D90-C7BF-E811-9E9A-00505680718E;"ООО ""СК РЕМСТРОЙСЕРВИС""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ РЕМСТРОЙСЕРВИС""";NULL;serzh.fedot@bk.ru;NULL;NULL;NULL;NULL;7729;772901001;NULL;NULL;NULL;1087746484000;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7729599610;2008-04-08 00:00:00.000;Инспекция Федеральной налоговой службы № 29 по г. Москве;NULL;808C146A-3B4B-E111-9F82-00155D003200;NULL;другая
5640AB55-DED6-E411-98AC-00505680718E;"Музей-Панорама "" Бородинская битва""";"ГБУК г.Москвы "" Музей-Панорама"" "" Бородинская битва""";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;7730027914;NULL;NULL;NULL;908C146A-3B4B-E111-9F82-00155D003200;NULL;другая
24126796-EAC2-E811-A172-00505680718E;"Религиозная организация ""Алексеевский ставропигиальный женский монастырь гор. Москвы Русской Православной Церкви (Московский Патриархат)";"РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ""АЛЕКСЕЕВСКИЙ СТАВРОПИГИАЛЬНЫЙ ЖЕНСКИЙ МОНАСТЫРЬ ГОР. МОСКВЫ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ (МОСКОВСКИЙ ПАТРИАРХАТ)""";NULL;al-monastyr@mail.ru;NULL;NULL;NULL;NULL;7708;770801001;NULL;NULL;NULL;1037739772674;Управление Федеральной налоговой службы по г.Москве;NULL;NULL;NULL;7708047062;1991-07-15 22:00:00.000;Инспекция Федеральной налоговой службы № 8 по г. Москве;NULL;NULL;NULL;другая
69AC0204-1A79-E311-98B6-00505680718E;"ООО ""ПЕРСПЕКТИВА""";"Общество с ограниченной ответственностью ""ПЕРСПЕКТИВА""";NULL;NULL;NULL;NULL;NULL;NULL;7714;771401001;NULL;NULL;NULL;1137746424716;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7714905872;2013-05-19 20:00:00.000;Инспекция Федеральной налоговой службы № 14 по г.Москве;NULL;NULL;NULL;другая
8651A03A-357C-E311-98B6-00505680718E;ВХНРЦ им. академика И.Э. Грабаря;"Федеральное государственное бюджетное учреждение культуры ""Всероссийский художественный научно-реставрационный центр имени академика И.Э. Грабаря""";NULL;NULL;NULL;(499) 261-25-39;NULL;NULL;7701;770101001;NULL;NULL;NULL;1027700193553;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7706030095;2005-05-29 20:00:00.000;Инспекция Федеральной налоговой службы № 1 по г.Москве;NULL;27903404-05A4-E111-8681-02BF0A7F2538;NULL;другая
37DCD49F-9279-E611-A2BD-00505680718E;"ООО ""МАКДОНАЛДС""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКДОНАЛДС""";NULL;Margarita.Guseva@ru.mcd.com;NULL;NULL;NULL;NULL;7705;770501001;NULL;NULL;NULL;1027700251754;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7710044140;2015-07-06 21:00:00.000;Инспекция Федеральной налоговой службы № 5 по г. Москве;NULL;NULL;NULL;другая
A10220C6-A87D-E311-98B6-00505680718E;"Закрытое акционерное общество "" ПРОТАЗАН""";"Закрытое акционерное общество ""ПРОТАЗАН""";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;7703240810;NULL;NULL;NULL;848C146A-3B4B-E111-9F82-00155D003200;NULL;другая
03CB2710-8FA7-E811-9E9A-00505680718E;ФГАОУ ВО ПЕРВЫЙ МГМУ ИМ.И.М. СЕЧЕНОВА МИНЗДРАВА РОССИИ (СЕЧЕНОВСКИЙ УНИВЕРСИТЕТ);ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ПЕРВЫЙ МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ ИМЕНИ И.М. СЕЧЕНОВА МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ (СЕЧЕНОВСКИЙ УНИВЕРСИТЕТ);NULL;3609510@mail.ru;NULL;NULL;NULL;NULL;7704;770401001;NULL;NULL;NULL;1027739291580;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7704047505;1995-05-24 22:00:00.000;Инспекция Федеральной налоговой службы № 4 по г.Москве;NULL;NULL;NULL;другая
AC0F236F-C87D-E311-98B6-00505680718E;Телеком;"ОАО ""Телеком""";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;7706012498;NULL;NULL;NULL;838C146A-3B4B-E111-9F82-00155D003200;NULL;другая
C4525F49-367F-E311-98B6-00505680718E;"ООО ""УСТ - офисная недвижимость""";"Общество с ограниченной ответственностью ""УСТ - офисная недвижимость""";NULL;NULL;NULL;NULL;NULL;NULL;7729;772901001;NULL;NULL;NULL;1107746734446;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7729663312;2010-09-08 20:00:00.000;Инспекция Федеральной налоговой службы № 29 по г. Москве;NULL;808C146A-3B4B-E111-9F82-00155D003200;NULL;другая
7F972B91-B781-E311-98B6-00505680718E;"ООО ""САНФЛАУЭРС""";"Общество с ограниченной ответственностью ""САНФЛАУЭРС""";NULL;NULL;NULL;NULL;NULL;NULL;7709;770901001;NULL;NULL;NULL;1057747598611;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7707555673;2008-11-11 20:00:00.000;Инспекция Федеральной налоговой службы № 9 по г.Москве;NULL;NULL;NULL;другая
8D184FBD-C481-E311-98B6-00505680718E;Строй-Сервис-НК;"ООО ""СтройСервис-НК""";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;7723603613;NULL;NULL;NULL;808C146A-3B4B-E111-9F82-00155D003200;NULL;другая
19081A52-C964-E411-A429-00505680718E;"ГУП ""МОСГОРТРАНС""";"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА МОСКВЫ ""МОСГОРТРАНС""";ТЕСТ;sekretar.sp@mosgortrans.ru;NULL;(333) 333-33-33;NULL;NULL;7705;770501001;NULL;NULL;NULL;1037739376223;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;33№333333333;2010-12-11 20:00:00.000;123;7705002602;1995-08-17 20:00:00.000;Инспекция Федеральной налоговой службы № 5 по г. Москве;NULL;E73883FE-F397-E011-9FF4-000C29D12628;NULL;другая
E3D7146A-DE64-E411-A429-00505680718E;ИПРИМ РАН;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ ПРИКЛАДНОЙ МЕХАНИКИ РОССИЙСКОЙ АКАДЕМИИ НАУК;NULL;NULL;NULL;NULL;NULL;NULL;7736;773601001;NULL;NULL;NULL;1037700153182;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7736038013;1995-01-18 20:00:00.000;Инспекция Федеральной налоговой службы № 36 по г.Москве;NULL;NULL;NULL;другая
73E150C9-E664-E411-A429-00505680718E;"Общество с ограниченной ответственностью ""Стойвер""";"Общество с ограниченной ответственностью ""Стойвер""";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4401146011;NULL;NULL;NULL;NULL;NULL;другая
E80BB3D0-9165-E411-A429-00505680718E;ИАФР РАН;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ АФРИКИ РОССИЙСКОЙ АКАДЕМИИ НАУК;NULL;NULL;NULL;NULL;NULL;NULL;7703;770301001;NULL;NULL;NULL;1027739892432;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7703052975;2008-06-23 20:00:00.000;Инспекция Федеральной налоговой службы № 3 по г.Москве;NULL;NULL;NULL;другая
D901A2F6-6566-E411-A429-00505680718E;"ООО ""Гарант Партнер""";"Общество с ограниченной ответственностью ""Гарант Партнер""";NULL;NULL;NULL;NULL;NULL;NULL;7709;770901001;NULL;NULL;NULL;1047796031942;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7725502924;2008-09-16 20:00:00.000;Инспекция Федеральной налоговой службы № 9 по г.Москве;NULL;808C146A-3B4B-E111-9F82-00155D003200;NULL;другая
4A110C97-7066-E411-A429-00505680718E;"ОАО ""Аэрофлот""";"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЭРОФЛОТ-РОССИЙСКИЕ АВИАЛИНИИ""";NULL;NULL;NULL;NULL;NULL;NULL;7704;770401001;NULL;NULL;NULL;1027700092661;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7712040126;2010-01-24 20:00:00.000;Инспекция Федеральной налоговой службы № 4 по г.Москве;NULL;NULL;NULL;другая
FD6E2F34-CC84-E311-98B6-00505680718E;"МОО ""СМА""";"Межрегиональная общественная организация ""Союз московских архитекторов""";NULL;NULL;NULL;NULL;NULL;NULL;7703;770301001;NULL;NULL;NULL;1027739035048;Управление Федеральной налоговой службы по г.Москве;NULL;NULL;NULL;7703012676;1994-10-13 20:00:00.000;Государственная налоговая инспекция №3 Центрального административного округа г.Москвы;NULL;NULL;NULL;другая
6EA57FF5-8FA7-E811-9E9A-00505680718E;ФГАОУ ВО ПЕРВЫЙ МГМУ ИМ.И.М. СЕЧЕНОВА МИНЗДРАВА РОССИИ (СЕЧЕНОВСКИЙ УНИВЕРСИТЕТ);ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ПЕРВЫЙ МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ ИМЕНИ И.М. СЕЧЕНОВА МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ (СЕЧЕНОВСКИЙ УНИВЕРСИТЕТ);NULL;3609510@mail.ru;NULL;NULL;NULL;NULL;7704;770401001;NULL;NULL;NULL;1027739291580;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7704047505;1995-05-24 22:00:00.000;Инспекция Федеральной налоговой службы № 4 по г.Москве;NULL;NULL;NULL;другая
1B9BA11B-AF68-E411-A429-00505680718E;Московская патриархия Иоанно-Предтеченский ставропигиальный женский монастырь;"Религиозная организация ""Иоанно-Предтеченский ставропигиальный женский монастырь Русской Православной Церкви (Московский Патриархат)""";NULL;NULL;NULL;NULL;NULL;NULL;7709;770901001;NULL;NULL;NULL;1027739283648;Управление Федеральной налоговой службы по г.Москве;NULL;NULL;NULL;7709382803;2002-08-21 20:00:00.000;Инспекция Федеральной налоговой службы № 9 по г.Москве;NULL;NULL;NULL;другая
82AE0A2F-B1AA-E811-9E9A-00505680718E;МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ ОБЪЕДИНЕННЫЙ МУЗЕЙ-ЗАПОВЕДНИК, МОСКОВСКИЙ ОБЪЕДИНЕННЫЙ МУЗЕЙ-ЗАПОВЕДНИК, МГОМЗ;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ ОБЪЕДИНЕННЫЙ ХУДОЖЕСТВЕННЫЙ ИСТОРИКО-АРХИТЕКТУРНЫЙ И ПРИРОДНО-ЛАНДШАФТНЫЙ МУЗЕЙ-ЗАПОВЕДНИК""";NULL;mgomz@culture.mos.ru;NULL;NULL;NULL;NULL;7724;772401001;02182726;NULL;NULL;1027700189087;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7724093531;1993-09-29 22:00:00.000;Инспекция Федеральной налоговой службы № 24 по г.Москве;NULL;NULL;NULL;другая
B796D743-AA88-E311-98B6-00505680718E;"ОАО ""ЛУКОЙЛ""";"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕФТЯНАЯ КОМПАНИЯ ""ЛУКОЙЛ""";NULL;NULL;NULL;NULL;NULL;NULL;NULL;770801001;NULL;NULL;NULL;1027700035769;Межрайонная инспекция Федеральной налоговой службы № 46 по г. Москве;NULL;NULL;NULL;7708004767;NULL;NULL;NULL;NULL;NULL;другая
